Month-Day,2024
06-01,8.833049
06-02,9.109151
06-03,9.469548
06-04,9.756312
06-05,10.23573
06-06,10.287771
06-07,10.083139
06-08,10.269834
06-09,10.728775
06-10,11.095155
06-11,11.514327
06-12,11.635129
06-13,11.671638
06-14,11.896341
06-15,11.829485
06-16,11.965008
06-17,11.964956
06-18,12.106994
06-19,12.142102
06-20,12.136599
06-21,12.144352
06-22,12.2756815
06-23,12.5379925
06-24,12.795681
06-25,13.069871
06-26,13.274934
06-27,13.370394
06-28,13.645543
06-29,13.517527
06-30,13.262757
07-01,13.320314
07-02,13.3955965
07-03,13.696156
07-04,14.078311
07-05,14.002427
07-06,14.072048
07-07,14.237733
07-08,14.423055
07-09,14.545847
07-10,14.722539
07-11,14.834581
07-12,14.746304
07-13,14.768257
07-14,15.025093
07-15,15.200487
07-16,15.277799
07-17,15.090587
07-18,14.780598
07-19,14.774891
07-20,14.840593
07-21,14.844233
07-22,14.884293
07-23,14.885417
07-24,14.819787
07-25,14.794026
07-26,14.887178
07-27,15.122163
07-28,15.137582
07-29,14.958478
07-30,14.710538
07-31,14.462927
08-01,14.276639
08-02,14.447431
08-03,14.503234
08-04,14.391832
08-05,14.379081
08-06,14.320828
08-07,14.335536
08-08,14.529935
08-09,14.652082
08-10,14.629576
08-11,14.504547
08-12,14.453134
08-13,14.182785
08-14,14.13261
08-15,14.19771
08-16,14.277833
08-17,14.406357
08-18,14.357486
08-19,14.217827
08-20,14.175235
08-21,14.296647
08-22,14.084397
08-23,13.954838
08-24,14.137503
08-25,14.140449
08-26,13.813558
08-27,13.664757
08-28,13.703966
08-29,13.574118
08-30,13.558585
08-31,13.213832
09-01,12.904383
09-02,12.742995
09-03,12.431317
09-04,12.024837
09-05,11.682991
09-06,11.658949
09-07,11.910411
09-08,12.013351
09-09,11.682053
09-10,11.256177
09-11,11.162643
09-12,11.173009
09-13,10.814255
09-14,10.479744
09-15,10.254381
09-16,10.301604
09-17,10.12488
09-18,9.9489
09-19,9.920682
09-20,9.694739
09-21,9.372429
09-22,9.227825
09-23,9.120132
09-24,8.812782
09-25,8.567166
09-26,8.664169
09-27,8.787405
09-28,8.5662155
09-29,8.0221615
09-30,7.5783534
